user_id,user_gender,age_group,location,interests
1197a,Male,25-34,Mileston,"technology, sports, art"
a73e3,Female,18-24,East Dennis,"news, photography"
36ebb,Male,25-34,West Joseph,"news, lifestyle"
84150,Other,25-34,Stricklandmouth,"art, travel"
830ec,Male,45-54,Port Andreabury,fitness
d84ca,Female,25-34,Ericksonside,"lifestyle, sports"
6081c,Male,35-44,Port Heather,fitness
d4aee,Other,18-24,Melissamouth,"sports, food"
77e5a,Male,18-24,Wallaceland,travel
2138d,Female,18-24,Dunnberg,"finance, art, technology"
1dc9b,Other,18-24,Marietown,photography
03834,Female,18-24,West Kelli,"art, lifestyle"
d392e,Female,18-24,Williamsmouth,"food, photography"
e9273,Female,16-17,South Lorraine,fashion
90477,Male,35-44,West Emilyburgh,"lifestyle, travel"
8ff56,Female,18-24,West Alexander,"sports, gaming, photography"
9f706,Female,18-24,North Eddie,finance
0d6d0,Female,18-24,Teresamouth,"travel, lifestyle"
15287,Male,18-24,Fordfort,"gaming, travel"
4ff50,Female,35-44,Port Peter,"technology, fitness"
ce0f6,Male,25-34,Josephland,"art, health, gaming"
d1fde,Female,25-34,Lake Andrewhaven,health
54782,Male,25-34,South Ericside,news
889dc,Female,25-34,Espinozaport,"finance, art"
8a2dd,Male,35-44,Christinaland,"health, finance, fitness"
18604,Female,18-24,Lorimouth,fashion
c33c3,Female,25-34,West Toddland,"sports, news"
35d65,Male,35-44,New Christopherborough,"food, gaming, sports"
4e655,Male,18-24,Belindaville,"health, fitness, technology"
5058d,Female,25-34,Lake Francesberg,sports
d5368,Female,35-44,Sarafurt,"fashion, food"
93750,Male,25-34,Lake Courtneyfort,lifestyle
adc26,Male,25-34,East Billyland,"sports, photography"
7ff18,Male,25-34,Leachton,"travel, fashion"
ee8db,Male,25-34,Port John,"finance, sports"
8cc1d,Male,25-34,Martinezshire,"lifestyle, photography"
ec1a8,Other,45-54,South Elizabethchester,fitness
1dcb6,Female,25-34,Edwinbury,"art, sports, gaming"
bea69,Female,16-17,South Billy,fashion
7bad5,Female,25-34,Hernandezmouth,art
f87f0,Male,25-34,Salazarbury,"art, technology, news"
98177,Female,25-34,Lucasview,art
5e65d,Male,18-24,North Michelle,"technology, finance"
2f581,Male,16-17,Natashamouth,"art, lifestyle"
bf846,Other,35-44,South Emily,"fitness, health, food"
e421a,Male,35-44,South Karlburgh,"travel, gaming"
be74c,Female,25-34,Harrischester,"finance, art, food"
109d9,Male,25-34,South Christinahaven,"sports, fashion, finance"
6d1cd,Male,16-17,Alanland,finance
f305b,Male,25-34,Annaborough,sports
1fb9b,Male,25-34,Lawsonview,art
cda6a,Female,35-44,Floresside,news
ba534,Female,35-44,Port Stevenville,"sports, lifestyle, art"
3bd49,Male,18-24,Port Darlene,gaming
55485,Male,18-24,Scottchester,"news, gaming, lifestyle"
82a7c,Female,18-24,South Jacob,"gaming, lifestyle, food"
0bc6f,Female,45-54,Courtneyberg,art
a5fe5,Female,18-24,Manuelmouth,art
c5e39,Male,25-34,South Scott,"finance, news"
b07e9,Male,18-24,Susanview,fashion
e7558,Male,25-34,Wesleychester,"fitness, photography, fashion"
f0a9d,Male,18-24,Perkinston,travel
6fb6b,Male,16-17,West Heidiville,"travel, technology, art"
a831b,Female,16-17,Garyshire,food
7fbe5,Male,35-44,Crystalbury,"food, news"
ec45c,Other,35-44,Stoutside,"food, fashion, art"
b4d61,Female,55-65,North Gary,"photography, food, sports"
512d1,Female,35-44,Clarkhaven,"finance, travel"
332fd,Male,18-24,Mayotown,"fitness, finance"
7eb46,Female,25-34,Port Patricktown,fashion
dfa89,Male,18-24,Jacksonfurt,"finance, technology, art"
4fd6f,Female,25-34,Rebeccaberg,finance
97e4f,Male,18-24,South Rebecca,"travel, technology, lifestyle"
8176e,Male,35-44,Clarkland,fashion
c43c5,Other,25-34,West Kenneth,art
3984d,Other,18-24,Port Jamieborough,"health, fashion, gaming"
4c730,Female,45-54,North Alison,news
3c02f,Other,35-44,Port Shannon,travel
9e31a,Female,25-34,Wardport,"travel, food"
97191,Male,16-17,Danielburgh,"lifestyle, fitness"
ecd84,Female,25-34,Jasonside,"gaming, lifestyle, news"
782f5,Male,25-34,Berryland,"art, health"
60e51,Male,25-34,Davidfurt,gaming
a36b2,Female,25-34,Port Melindatown,"news, fitness"
bce89,Female,25-34,Brettton,art
0e387,Male,18-24,Lake Stephaniestad,"technology, health"
8c04a,Male,35-44,South Douglasport,photography
70511,Male,18-24,Teresaburgh,"art, fitness"
aee86,Male,25-34,Davidland,"sports, lifestyle, fashion"
3b3f8,Male,18-24,North Dana,"technology, health"
ee40a,Female,18-24,Bradshawmouth,"health, photography, fashion"
08076,Male,18-24,Mallorystad,"news, gaming, travel"
07d74,Male,55-65,New Chad,finance
97446,Male,25-34,Taraland,"art, gaming, news"
98f16,Other,35-44,North Adam,fitness
fac2c,Female,25-34,Nguyenborough,"technology, gaming"
91fcd,Male,16-17,Taylorstad,sports
83934,Other,25-34,Hurstberg,"food, news"
d441c,Female,18-24,Douglasstad,"finance, lifestyle, gaming"
07191,Male,16-17,Johnathanport,"fitness, art"
21560,Male,18-24,North Josephchester,art
8e14c,Male,45-54,North Jonathan,"fitness, photography"
17885,Female,16-17,Lake Kristin,"finance, fitness, travel"
baf6c,Female,18-24,Harristown,news
0bc87,Male,25-34,North Melinda,"food, technology, photography"
ce563,Female,18-24,Derekstad,"technology, fashion"
cf2c7,Other,18-24,Port Alexandrialand,photography
ad154,Male,18-24,West Hannahfurt,"finance, travel, lifestyle"
8b881,Male,25-34,Port Olivia,gaming
db99f,Male,18-24,Anitafort,"photography, art"
de13a,Other,18-24,Johnberg,"health, art, photography"
0f5ee,Female,25-34,West Eric,"photography, food, gaming"
ab911,Other,18-24,East Jason,gaming
c27a5,Male,35-44,East Tylerville,"gaming, health"
d260b,Male,16-17,West Patrickville,news
c1f2a,Female,18-24,Port Richard,technology
11068,Male,25-34,Lake Jonathanview,"gaming, fitness, art"
0ef9f,Male,25-34,Jonathanburgh,"health, lifestyle, finance"
95528,Male,25-34,Baileyview,"art, technology, fitness"
28b59,Male,16-17,Gilbertchester,"art, sports"
bae6c,Male,35-44,Karenfurt,lifestyle
b8c6a,Female,25-34,Catherinefurt,finance
c4bc4,Female,35-44,North Carlaton,"lifestyle, art"
0437c,Male,18-24,Lake Karen,photography
7dd68,Female,16-17,Samanthabury,news
013e7,Male,18-24,Jenkinsberg,"food, travel, news"
e443c,Female,16-17,Suarezmouth,"food, news, fashion"
5f396,Male,18-24,North Nicholas,"lifestyle, art, sports"
93672,Male,25-34,Samanthaport,"travel, art, fitness"
ba341,Male,25-34,West Rachelport,"sports, technology, art"
1bb39,Male,18-24,Port Devinshire,"gaming, fashion, finance"
b1843,Male,16-17,East Carlos,"fitness, fashion, news"
6c1e6,Female,25-34,Davistown,"finance, technology, gaming"
2ad8d,Male,25-34,Ginamouth,"art, finance"
f0efc,Female,16-17,Baldwinstad,"health, fashion, gaming"
57573,Male,25-34,Crawfordport,"food, health, travel"
96474,Female,18-24,Lake Chris,"travel, technology, fitness"
558bf,Male,25-34,East Tammyhaven,"fashion, technology, news"
0b854,Female,25-34,East Laurenside,news
12478,Male,18-24,Grimesberg,technology
9efca,Female,25-34,Port Michael,"travel, news"
73b59,Male,25-34,West Steven,"sports, lifestyle, fitness"
5b77a,Male,25-34,Frankville,fashion
44b07,Female,25-34,New Jaimemouth,"photography, travel"
ecb42,Male,18-24,East Tylerstad,"gaming, travel, art"
52656,Other,25-34,Jamesstad,"health, gaming, fitness"
adf8d,Male,16-17,North Elizabeth,"travel, art, finance"
32330,Male,35-44,Woodview,fashion
6024d,Male,25-34,Sanchezside,fashion
f4e56,Female,18-24,Lake Greggville,"gaming, travel"
929d2,Male,25-34,Harrisport,"gaming, travel, finance"
ebdc2,Female,16-17,West Nicoleland,"health, art, news"
4eda0,Female,18-24,Richardchester,"technology, finance, health"
f910c,Female,18-24,Geraldside,"gaming, news"
a5e53,Female,18-24,Marktown,travel
e7d43,Male,25-34,North Pamelabury,"fitness, finance"
82ca8,Male,18-24,Gomezmouth,sports
61037,Female,35-44,Port Stevenville,"gaming, health"
69741,Female,18-24,Lake Hollyburgh,"technology, lifestyle"
9d450,Other,25-34,Johnsonmouth,travel
0ad1a,Other,18-24,South Dustin,"fitness, technology, sports"
21b10,Other,25-34,North Shannon,"lifestyle, gaming, news"
0df67,Male,25-34,Jenniferland,"gaming, travel, finance"
1a509,Female,18-24,South Tabitha,"lifestyle, gaming"
5a032,Male,16-17,North Tara,art
06bac,Male,25-34,South Sabrinatown,"sports, food, fitness"
5628f,Male,25-34,Watsonfort,"news, health"
7ab0e,Other,25-34,North Shawnshire,"food, health, sports"
ff30f,Female,25-34,North Sarah,"fitness, food, art"
9a4ac,Female,25-34,Jerryport,"technology, travel"
0112d,Female,25-34,West Michael,"gaming, fashion, health"
e6af1,Male,25-34,Joycetown,sports
ce396,Female,18-24,New Erica,sports
48af1,Male,25-34,Cameronfurt,"food, health, gaming"
011b8,Male,18-24,Sampsonton,"technology, finance, photography"
782c5,Female,18-24,Martineztown,"health, travel, lifestyle"
736ba,Male,18-24,Susanberg,"technology, lifestyle, art"
06834,Male,25-34,South Ricardo,travel
d823b,Female,18-24,West Eric,"health, lifestyle"
7dc5e,Male,55-65,New Savannahland,"health, technology, fashion"
ea477,Female,25-34,Smithview,"art, technology, finance"
41e06,Female,35-44,Lake Victoriaview,"food, fashion"
856b8,Male,25-34,East Kimberlyton,"lifestyle, food, technology"
65b95,Male,25-34,South Jefferybury,"travel, health, gaming"
79bc8,Female,25-34,Lewisside,"art, health, travel"
7b8ae,Male,16-17,Port Sara,"gaming, photography, sports"
af147,Female,18-24,South Maryton,photography
e043b,Male,18-24,Fitzgeraldmouth,"fitness, technology"
b269d,Female,45-54,Lake Dwayne,"technology, health"
305a5,Male,25-34,North Katiemouth,health
d7fb1,Male,25-34,Christopherland,photography
6e5ae,Male,18-24,Johnview,"gaming, food, art"
601d2,Other,25-34,Lake Grant,"gaming, photography, lifestyle"
b632a,Male,25-34,South Andrea,"travel, art, fitness"
ee956,Male,25-34,North Paulshire,"food, technology"
cec33,Male,35-44,East Jimmyborough,"finance, art"
86656,Female,25-34,New Dawnberg,lifestyle
a95f1,Other,18-24,Richardberg,"technology, lifestyle"
798ea,Male,25-34,Gonzalezfort,"news, finance"
2aeee,Male,25-34,Lake Loriborough,"gaming, finance"
5cda4,Male,18-24,Port Roger,lifestyle
ca1a6,Female,35-44,Daytown,health
78875,Male,25-34,Hensleyberg,"food, lifestyle"
d2eac,Male,18-24,Ryanview,"food, lifestyle"
54255,Male,25-34,Ryanfurt,"news, lifestyle"
92f05,Male,25-34,North Markberg,"lifestyle, finance, photography"
d689d,Female,18-24,Lake Alexanderfort,"gaming, art"
59807,Male,25-34,West Rachel,"food, health, gaming"
0b2c8,Female,35-44,Ramseyland,"news, sports, fitness"
78f90,Male,16-17,Jamesfort,"gaming, art"
aaaef,Female,25-34,Fernandezport,"fashion, lifestyle"
c1bfd,Female,25-34,Port Andrewview,"technology, fitness"
60358,Male,18-24,Aaronland,finance
a73fb,Female,18-24,Nicholsonstad,travel
d1e33,Male,18-24,South Ericport,"finance, travel, art"
d8fce,Male,18-24,Chavezfort,"fitness, lifestyle"
7d895,Male,18-24,Port Tyler,fashion
57849,Male,25-34,Hernandezberg,art
b6afb,Female,16-17,East Joshuamouth,"art, fashion, travel"
c0320,Female,18-24,Tonyatown,"finance, gaming"
a24cb,Female,35-44,West Christopherton,news
c08c3,Male,25-34,Francischester,health
7895a,Female,16-17,South Courtney,"art, food, sports"
b69fb,Male,25-34,Port Edward,"finance, photography, travel"
1f4a8,Male,18-24,North Sharon,"gaming, fashion, news"
f185e,Female,35-44,Lake Carolynville,"food, lifestyle, fashion"
5300e,Male,25-34,West Seanville,art
33df1,Female,35-44,Port Nathan,"food, travel"
0b412,Male,35-44,Kristastad,"art, technology, fashion"
d7a30,Female,18-24,Port Arthurstad,"food, fashion, fitness"
e3faa,Male,18-24,Lake Kelsey,"travel, health, technology"
fd277,Male,25-34,New Todd,art
ed307,Female,18-24,South Kaylamouth,"food, sports, travel"
469e6,Female,18-24,Leahfurt,"lifestyle, health, technology"
4dd65,Female,18-24,Deannaside,"art, sports, travel"
7a9e4,Male,35-44,Williamborough,"gaming, travel, news"
56dc5,Male,18-24,Lake Jonathan,"gaming, photography, finance"
745b2,Female,18-24,South Zacharymouth,"food, news"
fe3d3,Female,18-24,Keithport,"news, food"
20578,Male,35-44,North Roberttown,"fitness, photography"
dd596,Male,25-34,Haynesshire,"photography, health, technology"
ce29c,Male,18-24,Simsstad,"health, news"
8be7f,Male,25-34,Port Danashire,finance
ba16a,Male,25-34,Patrickton,"lifestyle, health"
23faf,Male,18-24,Thompsonfurt,travel
6a513,Male,35-44,Kimberlyton,"health, photography"
6f9ff,Female,25-34,Mitchellville,"lifestyle, health"
f9632,Male,18-24,East Juanfurt,"technology, sports, fitness"
fd497,Female,16-17,South Amber,"fashion, technology, sports"
7c762,Male,25-34,New Toddstad,fitness
09b78,Male,16-17,Millerchester,fashion
b2402,Female,25-34,Ericshire,"travel, sports"
83637,Male,25-34,Andreborough,"fitness, gaming"
83771,Male,18-24,Arielstad,"news, technology, photography"
29661,Female,16-17,New Kristen,"photography, fitness"
3f1c8,Female,25-34,Lake James,"food, gaming"
e47b8,Male,16-17,Diazton,lifestyle
cb702,Female,35-44,Vincentfurt,art
207d2,Male,18-24,West Jennifer,"sports, gaming"
2fa7d,Male,25-34,Greenport,"gaming, lifestyle, health"
07232,Other,18-24,Lake Kevin,"health, sports"
2f327,Male,18-24,Michaelaside,"health, fitness"
58e15,Other,35-44,Davidburgh,travel
692b3,Female,25-34,Michaelhaven,"lifestyle, sports, gaming"
2578b,Female,18-24,East Victorchester,"fashion, health"
adc26,Female,25-34,Watsonburgh,"gaming, news"
b9de3,Male,25-34,Darrenchester,"travel, technology, food"
96289,Other,25-34,Griffintown,fitness
9dfde,Female,25-34,Warnerhaven,art
28fd5,Female,18-24,East Gloria,"art, photography, health"
5269b,Male,35-44,Ryanton,"finance, photography"
89df1,Female,35-44,Christopherstad,"fitness, finance, food"
ebc63,Male,25-34,East Tiffany,art
5f0e8,Female,25-34,Port Joshua,"lifestyle, fashion"
b98d1,Other,18-24,West Crystal,"news, sports"
cc309,Female,45-54,Hillview,"news, health"
2355f,Male,18-24,East Bryan,"news, gaming"
d6fd3,Other,25-34,Rogersville,"gaming, technology, fitness"
d5963,Other,25-34,North Susanton,health
904eb,Male,16-17,Tracifort,"art, sports, fitness"
0c714,Male,35-44,Trevormouth,"travel, finance, lifestyle"
3cd91,Female,18-24,Dawnmouth,"health, gaming, sports"
7c998,Male,45-54,North Michelleville,food
a88c0,Female,25-34,West Tannerbury,lifestyle
d7835,Male,18-24,East Robert,food
82cc3,Female,25-34,New Paul,gaming
e8519,Female,25-34,Lake Tammie,sports
7de04,Male,35-44,Wolfestad,fashion
05a92,Male,25-34,Alexanderport,"technology, gaming, photography"
11135,Female,25-34,Dianahaven,"travel, technology, finance"
1e7fc,Female,18-24,Richardtown,"health, fitness, finance"
87587,Male,25-34,Shariberg,"art, news"
898fd,Male,18-24,Martinezborough,"fashion, travel"
aaeff,Male,18-24,Carpenterberg,"art, finance, news"
8700c,Male,18-24,West Laurenberg,fashion
4e8dc,Male,18-24,West Douglas,"lifestyle, gaming"
66eaf,Male,25-34,South Jameshaven,"technology, fitness"
29ef0,Female,25-34,Stephanieside,"sports, finance"
95c70,Male,18-24,Geraldmouth,technology
a0640,Female,35-44,Reyesmouth,travel
12823,Female,25-34,North Erikaland,"sports, art"
85331,Female,25-34,West Tara,"finance, health"
71340,Other,25-34,Philipton,"gaming, technology"
24ddd,Male,35-44,Port Codytown,"food, photography"
a14b6,Male,25-34,Adamtown,fashion
acb6a,Male,45-54,Horntown,art
4cd54,Female,35-44,East William,technology
b53c7,Female,25-34,North Markton,technology
0f617,Other,25-34,Port Sarahstad,"food, lifestyle"
f404f,Female,35-44,Port Stevenmouth,"food, art"
e70cf,Female,25-34,Port Brianstad,"photography, finance"
686e0,Male,25-34,Stephanieburgh,"technology, sports"
c72fd,Female,35-44,North Joshua,fitness
bb6ac,Male,16-17,Nathanielland,"fitness, travel"
6c192,Female,18-24,East Tamaraland,"gaming, technology, health"
b7c75,Male,18-24,North Michael,"food, photography, technology"
d22cf,Female,18-24,Lake Rebecca,"food, news"
62211,Female,25-34,Jimmyhaven,"finance, food, fitness"
96456,Other,16-17,Schmidtchester,"gaming, photography"
22098,Male,25-34,Wrightview,"sports, fitness"
baebc,Male,25-34,Stanleyborough,"technology, food, fitness"
a74fe,Female,25-34,Mendozaview,"fitness, lifestyle, finance"
449e0,Male,25-34,Sanchezberg,"photography, gaming, art"
bc490,Female,18-24,Christopherstad,"photography, lifestyle"
c32f0,Female,25-34,South Michelechester,health
374a7,Male,25-34,Port Lisa,"lifestyle, technology"
dbcce,Female,25-34,Mccannshire,"travel, finance, lifestyle"
a068d,Other,35-44,Lake Calebfurt,news
1effb,Other,25-34,Carlview,"sports, fashion, travel"
f5a30,Female,35-44,South Carlastad,"fitness, photography"
6738f,Other,35-44,South Carol,"health, technology"
ea057,Other,18-24,Lake Amberton,"health, gaming, photography"
4b310,Other,18-24,Cohentown,"gaming, news, food"
80336,Male,25-34,South Michelle,photography
039aa,Female,18-24,Shawntown,"lifestyle, sports"
2ea00,Male,25-34,Lake Kellyport,photography
5d077,Male,35-44,Lake Stevenville,technology
6724c,Male,18-24,Grossbury,"fashion, food"
d9d10,Female,18-24,Wrightville,"lifestyle, technology"
380c9,Male,25-34,Jeremybury,health
7459c,Male,25-34,Schneidermouth,"lifestyle, fashion"
26f5f,Male,25-34,Lake Curtisberg,"lifestyle, food, technology"
d4cf6,Female,35-44,Angelicachester,"finance, lifestyle"
c4a5e,Male,18-24,Josestad,lifestyle
9be78,Male,18-24,Port Alanborough,"photography, gaming, sports"
75979,Male,25-34,Port Kristinemouth,"finance, photography, art"
ada81,Female,35-44,Jessehaven,"photography, lifestyle"
00559,Female,25-34,Jerryport,"health, travel, sports"
818a3,Female,25-34,Karenhaven,"art, lifestyle, sports"
ded40,Male,18-24,Woodsshire,"art, gaming, news"
803cd,Female,35-44,Port Amanda,"sports, art"
a5647,Male,18-24,Parkerchester,photography
db6e7,Male,25-34,East Kaylee,"lifestyle, gaming"
9d79d,Male,16-17,New Jennifer,fashion
eaf77,Other,45-54,East Elizabeth,"fitness, technology, travel"
fad0f,Male,18-24,New Thomasmouth,"fashion, technology"
c1b75,Female,35-44,Lake Abigailhaven,"technology, sports, art"
a4e7d,Male,25-34,Brownchester,news
4bb68,Male,18-24,New Kimberlyside,"fashion, lifestyle"
0cad0,Other,25-34,Port Johnborough,"technology, travel"
4739c,Female,25-34,South Scott,"fashion, travel, art"
a8209,Female,18-24,East Lauraberg,"sports, lifestyle"
a2295,Male,35-44,Willieside,lifestyle
21dae,Male,35-44,East Mariastad,art
edaaf,Male,35-44,Lake Alisha,"finance, sports, fashion"
2fb60,Male,25-34,Murilloside,"health, travel, gaming"
4f6eb,Male,35-44,Jillianmouth,"art, finance"
9d617,Male,35-44,Ginaberg,"photography, lifestyle"
c31e6,Female,18-24,Russellberg,"fashion, travel"
8f1eb,Male,25-34,Snyderburgh,"health, art"
78261,Male,18-24,Daltonport,"fitness, photography, art"
93118,Male,25-34,Pattyview,"finance, health, fitness"
961d9,Female,25-34,Higginsfurt,"health, fitness"
d2d58,Female,16-17,Port Kathyberg,fitness
b9530,Other,25-34,Turnerfort,"news, technology, travel"
ca92d,Female,16-17,Carolynshire,food
d9f9a,Male,16-17,Lake Brianmouth,"art, gaming, food"
65f3c,Female,16-17,Jenniferland,"art, photography"
12ca7,Male,25-34,South Nicole,"health, photography"
824d4,Female,25-34,West Patriciaville,"photography, fashion"
bc121,Male,25-34,East Cynthiashire,gaming
c3c2b,Male,16-17,Scottview,"sports, photography, food"
54bcd,Other,45-54,South Brianfurt,"art, technology"
f52f0,Female,25-34,East Madison,"technology, photography"
ae226,Male,25-34,New Amanda,"fashion, food, sports"
9b384,Male,18-24,Brittanyborough,"food, gaming"
74d94,Female,18-24,Lake Stacey,"fashion, gaming"
dc596,Female,18-24,Carpenterfort,sports
ca484,Male,35-44,Blackburgh,"technology, lifestyle"
56a81,Male,18-24,Hallville,"gaming, food, art"
